drug_id,name,units
602,Primaquine (30mg),tab(s)
603,Propanolol,
604,Quinine (600mg),tab(s)
605,Salbutamol Inhaler,
606,Trimethoprim,
607,Tetanus Immuno Globulin,
609,TD (0.5ml),ml
610,2SRHZ+7RH,
611,2RHZE+4RH,
612,2SRHZE+1RHZE/5RHE,
613,d4T/3TC/NVP (30/150/200mg tablet),tab(s)
615,Therapeutic feeding,
616,Allopurinol (200mg tablet),tab(s)
617,Allopurinol (300mg tablet),tab(s)
618,Amitriptyline (75mg tablet),tab(s)
619,Amoxicillin (500mg),tab(s)
620,Aspirin (600mg tablet),tab(s)
621,Benzhexol (1mg tablet),tab(s)
622,Benzhexol (2mg tablet),tab(s)
623,Benzhexol (4mg tablet),tab(s)
624,Carbamazepine (100mg tablet),tab(s)
625,Carbamazepine (300mg tablet),tab(s)
626,Carbamazepine (400mg tablet),tab(s)
627,Carbimazole (10mg tablet),tab(s)
628,Carbimazole (15mg tablet),tab(s)
629,Carbimazole (20mg tablet),tab(s)
630,Carbimazole (30mg tablet),tab(s)
631,Carbimazole (40mg tablet),tab(s)
632,Chloramphenicol (1g tablet),g
633,Chlorpromazine (75mg tablet),tab(s)
634,Chlorpromazine (200mg tablet),tab(s)
635,Cimetidine (800mg tablet),tab(s)
636,Codeine phosphate (30mg tablet),tab(s)
637,Codeine phosphate (60mg tablet),tab(s)
638,Diazepam (10mg tablet),tab(s)
639,Diclofenac Sodium (100mg tablet),tab(s)
640,Digoxin (0.125mg tablet),tab(s)
641,Digoxin (0.5mg tablet),tab(s)
642,Doxycycline (200mg tablet),tab(s)
643,Erythromycin (500mg tablet),tab(s)
644,Ferrous sulphate (1 tablet),tablet
645,Frusemide (120mg tablet),tab(s)
646,Frusemide (160mg tablet),tab(s)
647,Hydralazine (50mg tablet),tab(s)
648,Hydrochlorothiazide (50mg tablet),tab(s)
649,Hydrocortisone (10mg tablet),tab(s)
650,Hydrocortisone (30mg tablet),tab(s)
651,Indomethacin (50mg tablet),tab(s)
652,Lisinopril (5mg tablet),tab(s)
653,Lisinopril (2.5mg tablet),tab(s)
654,Loperamide (2mg),tab(s)
655,Mebendazole (400mg tablet),tab(s)
656,Morphine sulphate (15mg (slow release)),tab(s)
657,Penicillin V (1g),g
658,Phenobarbitone (60mg) ,tab(s)
659,Phenobarbitone (90 mg) ,tab(s)
660,Phenobarbitone (120 mg) ,tab(s)
661,Phenytoin sodium (150mg tablet),tab(s)
662,Phenytoin sodium (300mg tablet),tab(s)
663,Potassium chloride (Slow K (25 mmol)),mmol
